start_dates,end_dates,changes,errors
2000.0,2001.0,0.073783372,0.44071326
2001.0,2002.0,0.001309865,0.44069976
2002.0,2003.0,-0.545630688,0.440700784
2003.0,2004.0,-0.70064869,0.383201321
2004.0,2005.0,-0.886805547,0.383200436
2005.0,2006.0,-1.603184305,0.350202348
2006.0,2007.0,-0.34585146,0.328698903
2007.0,2008.0,-0.314261736,0.328708292
2008.0,2009.0,0.871518653,0.328729758
2009.0,2010.0,-0.726125953,0.313510547
2010.0,2011.0,-1.087615367,0.313521869
2011.0,2012.0,-0.052126217,0.313513329
2012.0,2013.0,-0.046622384,0.313521756
2013.0,2014.0,-0.152788012,0.313496285
2014.0,2015.0,-0.165148336,0.31350608
2015.0,2016.0,-0.229499967,0.313494637
2016.0,2017.0,-1.331348979,0.313510755
2017.0,2018.0,-0.482135375,0.313517083
2018.0,2019.0,-0.000992188,0.313505017
2019.0,2020.0,-0.409534433,0.313506018
2020.0,2021.0,-0.653798748,0.328721068
2021.0,2022.0,0.049358021,0.313519455
2022.0,2023.0,-0.038592299,0.34993119
2023.0,2024.0,-0.967664953,0.58023547
