start_dates,end_dates,changes,errors
2000.0,2001.0,-0.137,0.01
2001.0,2002.0,-0.130333333,0.01
2002.0,2003.0,-0.974333333,0.01
2003.0,2004.0,-0.71075,0.01
2004.0,2005.0,-1.10825,0.01
2005.0,2006.0,-1.7758,0.009855769
2006.0,2007.0,-1.007166667,0.008884615
2007.0,2008.0,-1.0325,0.008884615
2008.0,2009.0,-0.071833333,0.008884615
2009.0,2010.0,-1.364666667,0.009070513
2010.0,2011.0,-1.591166667,0.009070513
2011.0,2012.0,-0.606714286,0.009070513
2012.0,2013.0,-0.610857143,0.009487179
2013.0,2014.0,-0.966,0.009487179
2014.0,2015.0,-0.865428571,0.009487179
2015.0,2016.0,-1.119,0.009487179
2016.0,2017.0,-1.903666667,0.009487179
2017.0,2018.0,-1.081833333,0.009487179
2018.0,2019.0,-0.594166667,0.009487179
2019.0,2020.0,-1.115666667,0.009487179
2020.0,2021.0,-1.536645492,0.009487179
2021.0,2022.0,-0.604575022,0.009487179
