,start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,altimetry_mwe,altimetry_mwe_errors,altimetry_gt,altimetry_gt_errors,gravimetry_gt,gravimetry_gt_errors,gravimetry_mwe,gravimetry_mwe_errors,gravimetry_annual_variability,demdiff_and_glaciological_mwe,demdiff_and_glaciological_mwe_errors,demdiff_and_glaciological_gt,demdiff_and_glaciological_gt_errors
0,1999.75,2000.75,14582.8222,western_canada_us,13.76886101032282,7.11567090874559,0.947024636011866,0.4890939054064143,,,,,,,,,,0.8496468310125431,0.4789832242202417,12.353077923441015,6.963329428014313
1,2000.75,2001.75,14504.3926,western_canada_us,-9.266348151051442,4.411523459434486,-0.6407873187038655,0.30296937291395,,,,,,,,,,-0.7381651237031885,0.2863608243153939,-10.674516847545156,4.1808349916793155
2,2001.75,2002.75,14425.963,western_canada_us,1.9718092905856697,4.497298222760988,0.1370960481556822,0.310503075960007,,,,,,,,,,0.0397182431563592,0.2943199635759451,0.571254984480045,4.261974753001897
3,2002.75,2003.75,14347.5334,western_canada_us,-11.862296700463135,4.268600816453121,-0.829270811976683,0.2919246472188244,,,,,,,,,,-0.926648616976006,0.2746490131650847,-13.255236616180673,4.031880790264806
4,2003.75,2004.75,14269.1038,western_canada_us,-15.966000419125123,4.332528118633552,-1.1222879005733646,0.2940760274504499,,,,,,,,,,-1.2196657055726876,0.2769346325394453,-17.351325944454565,4.102905067777914
5,2004.75,2005.75,14190.6742,western_canada_us,-22.46809864725448,4.479422168897884,-1.5880644884756865,0.2994568853285688,,,,,,,,,,-1.6854422934750093,0.2826420120035368,-23.845809782195833,4.2629077723319195
6,2005.75,2006.75,14112.2446,western_canada_us,-11.855143249542062,4.319751106959769,-0.8425885487154862,0.2954946295541154,,,,,,,,,,-0.9399663537148092,0.2784405805087392,-13.225239994095327,4.085804418287186
7,2006.75,2007.75,14033.815,western_canada_us,2.824445282095568,4.184982976524392,0.2018655735763144,0.2888450206670038,,,,,,,,,,0.1044877685769913,0.271373408319315,1.4619629279303923,3.930282924263339
8,2007.75,2008.75,13955.3854,western_canada_us,4.501962530703674,4.292783862163108,0.3235674922942153,0.2960463690879924,,,,,,,,,,0.2261896872948922,0.2790260443559053,3.147094566926587,4.0434794881439196
9,2008.75,2009.75,13876.9558,western_canada_us,-11.88003883557856,4.433890410092849,-0.8586743638803723,0.3034386461106321,,,,,,,,,,-0.9560521688796954,0.2868572689198816,-13.227292408967555,4.206137273423958
10,2009.75,2010.75,13798.5262,western_canada_us,3.294241529267501,4.20055096679693,0.239457021956535,0.2898616241255692,,,,,,,,,,0.1420792169572121,0.2724552108502104,1.9546023462665967,3.9464783379850377
11,2010.75,2011.75,13720.0966,western_canada_us,11.750175908204476,4.379776721021099,0.8589977789020553,0.2997282442774046,,,,,,,,,,0.7616199739027324,0.2829294986323189,10.418151115591662,4.129922997201222
12,2011.75,2012.75,13641.667,western_canada_us,6.290578766885006,4.254445853020962,0.4625173220216605,0.2930026269845146,,,,,,,,,,0.3651395170223376,0.2757945253237388,4.966168364660283,4.001334761504714
13,2012.75,2013.75,13563.2374,western_canada_us,-18.414514736931903,2.927081469771462,-1.3617637121402368,0.1918797844448093,-1.1920189243058072,0.2263883966640699,-16.119132748685338,3.3758209516326723,,,,,,-1.5315084999746664,0.2764848316411902,-20.70989672517847,4.1353611973164766
14,2013.75,2014.75,13484.8078,western_canada_us,-15.125086239176394,2.857303875271332,-1.1250140349257496,0.190284878085033,-0.954281986760332,0.2263883966640699,-12.829704250929828,3.340374870276327,,,,,,-1.2957460830911676,0.2720400608819497,-17.420468227422962,4.03440499601794
15,2014.75,2015.75,13406.3782,western_canada_us,-29.4582578731366,3.2103727085338565,-2.203943386353454,0.196993232855207,-2.158556810698024,0.2263883966640699,-28.85161368349231,3.581569492053934,,,,,,-2.2493299620088845,0.2905129783267774,-30.064902062780888,4.4672710311001085
16,2015.75,2016.75,13327.9486,western_canada_us,-10.72498054539078,2.8259906393361423,-0.8071198820722998,0.1916135308126288,-0.7614662247315435,0.2263883966640699,-10.118336355746486,3.3170096205133057,,,,,,-0.8527735394130563,0.2757452378106289,-11.331624735035076,4.0329067778603385
17,2016.75,2017.75,13249.519,western_canada_us,-3.3323743373341546,2.8049958010983884,-0.2522658778752673,0.1933674055660555,-0.2063419769065141,0.2263883966640699,-2.725730147689859,3.281032613088879,,,,,,-0.2981897788440206,0.2805998388358428,-3.9390185269784506,4.067976246300816
18,2017.75,2018.75,13171.0894,western_canada_us,-7.398114303964041,2.8182019467084127,-0.5633835748054983,0.1929376893348274,-0.5171862117810234,0.2263883966640699,-6.791470114319749,3.2957413675593563,,,,,,-0.6095809378299734,0.2794141429433393,-8.004758493608339,4.065784152796664
19,2018.75,2019.75,13092.6598,western_canada_us,-18.31083323468459,2.751451702823065,-1.4027654661711972,0.1791840555986059,-1.3308035747662736,0.1762861810046498,-17.371487189643567,2.6964227036492834,,,,,,-1.4747273575761213,0.2788817797334432,-19.250179279725618,4.151447068311792
20,2019.75,2020.75,13014.2302,western_canada_us,-7.464984520461069,2.9343078569366376,-0.5753276794692168,0.2009935107188581,-0.4736764587071336,0.1762861810046498,-6.146040870513625,2.5711298148402566,,,,,,-0.6769789002313003,0.3330779328454564,-8.783928170408515,4.843066533129965
21,2020.75,2021.75,12935.8006,western_canada_us,-21.836804877505926,3.448183296403132,-1.6931702251772631,0.225874348512216,-1.5651058399394164,0.2702879285293524,-20.18515937216175,4.041917436856284,,,,,,-1.82123461041511,0.3338345136621188,-23.4884503828501,4.974682756091617
22,2021.75,2022.75,12857.371,western_canada_us,-9.962186324626638,4.406938336130569,-0.7771544286204259,0.3023873046163687,-0.6286922090213134,0.2702879285293524,-8.059078989267983,3.93457326841833,,,,,,-0.9256166482195388,0.5226097255326975,-11.865293659985294,7.590831441597959
23,2022.75,2023.75,12778.9414,western_canada_us,-35.70349259750431,7.943825278692036,-2.802338961631453,0.5345588029378096,,,,,,,,,,-2.899716766630776,0.5253238949229548,-36.94414470546004,7.827983642619004
24,2023.75,2024.75,12700.5118,western_canada_us,-16.298305448223985,7.721156441295863,-1.2871408450402817,0.5302351312835817,,,,,,,,,,-1.3845186500396047,0.5209235790651416,-17.53134316579163,7.593956914058491
